"feature","DHMR001","DHMR002","DHMR003","DHMR004","DHMR005","DHMR006","DHMR007","DHMR008"
"1700093K21Rik",5.16992500144231,6.39231742277876,5.52356195605701,5.93073733756289,5.61470984411521,5.04439411935845,6.32192809488736,5.85798099512757
"1700094D03Rik",5.64385618977472,6.55458885167764,6.68650052718322,6.79441586635011,7.07681559705083,5.75488750216347,6.94251450533924,6.95419631038687
"1700096K18Rik",3.8073549220576,4.75488750216347,5.24792751344359,5,5.78135971352466,4.32192809488736,5.12928301694497,5.20945336562895
"1700101I11Rik",2.32192809488736,3.16992500144231,3.4594316186373,3.32192809488736,3,1,1.58496250072116,3.58496250072116
"1700102P08Rik",3.70043971814109,4.16992500144231,4.4594316186373,4.4594316186373,3.70043971814109,3.58496250072116,4.39231742277876,3.4594316186373
"1700108F19Rik",2.32192809488736,2.32192809488736,2.58496250072116,3.70043971814109,3.16992500144231,2,2.8073549220576,3.16992500144231
"1700109H08Rik",2.8073549220576,4.39231742277876,3.32192809488736,4,3.90689059560852,4.08746284125034,4.16992500144231,3.90689059560852
"1700109K24Rik",5.04439411935845,6.70043971814109,6.39231742277876,6.6724253419715,6.10852445677817,5.75488750216347,7.40087943628218,6.53915881110803
"1700112E06Rik",5.32192809488736,6.08746284125034,6.62935662007961,6.44294349584873,6.71424551766612,5.55458885167764,5.88264304936184,6.32192809488736
"1700113A16Rik",8.59991284218713,9.22641219278879,9.47775826644389,9.37503943134693,9.34207466799914,8.7176764230664,9.20701432017753,9.45121111183233
