"feature","Estimate_group","pvalue","fdr","sign_group","method","vs","fold_change","log2FC"
"Timm17a","Group_safe",0.997621966139957,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064370781827,0.00092837530802207
"Timm17b","Group_safe",0.997737067750213,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368313712,0.00092833972355939
"Timm21","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Timm22","Group_safe",0.915043608368286,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.97682043797903,-0.0338347087895997
"Timm23","Group_safe",0.913260324251939,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02338466071917,0.0333485143935316
"Timm44","Group_safe",0.910400178350783,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02504810900662,0.0356916219224323
"Timm50","Group_safe",0.997737067750213,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368313712,0.00092833972355939
"Timm8a1","Group_safe",0.997957584685088,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064342399342,0.000927966098669819
"Timm8b","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Timm9","Group_safe",0.906642970531994,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.972058649188881,-0.0408847333800318
"Timmdc1","Group_safe",0.997737067750213,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368313712,0.00092833972355939
"Timp1","Group_safe",0.997408313468466,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064373791148,0.000928418695418159
"Timp2","Group_safe",0.924188126168598,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.01760367413578,0.0251757847049341
"Timp3","Group_safe",0.927789614965058,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.983088803609951,-0.0246063520335574
"Timp4","Group_safe",0.995616869812357,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.997094329453354,-0.00419809859180234
"Tinagl1","Group_safe",0.901105880153437,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.0309597607438,0.0439880241625856
"Tinf2","Group_safe",0.903633287003096,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.0292472038675,0.0415895293276633
"Tiparp","Group_safe",0.913937610800358,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.976231854149252,-0.0347042676862026
"Tipin","Group_safe",0.997737067750213,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368313712,0.00092833972355939
"Tiprl","Group_safe",0.997621966139957,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064370781827,0.00092837530802207
